personSsn,addressId,since,isPrimary
612-77-9275,ADDR000177,2022-04-04,true
428-35-8741,ADDR000178,2023-10-25,true
176-27-4371,ADDR000179,2022-07-09,true
350-15-8559,ADDR000180,2023-06-20,true
301-99-9349,ADDR000181,2024-02-06,true
498-44-6621,ADDR000182,2022-07-30,true
161-60-1187,ADDR000183,2022-04-13,true
925-69-2553,ADDR000184,2022-05-09,true
828-99-3399,ADDR000185,2024-05-06,true
285-62-9556,ADDR000186,2022-08-02,true
360-12-3782,ADDR000187,2022-04-05,true
522-34-8908,ADDR000188,2023-05-30,true
178-66-2971,ADDR000189,2024-08-18,true
300-52-3358,ADDR000190,2023-03-09,true
124-50-3597,ADDR000191,2024-07-12,true
587-10-7522,ADDR000192,2023-10-27,true
435-66-4786,ADDR000193,2024-07-13,true
441-83-1654,ADDR000194,2022-08-07,true
930-99-3959,ADDR000195,2024-06-20,true
501-18-1522,ADDR000196,2024-03-16,true
586-85-8368,ADDR000197,2022-11-01,true
556-78-5663,ADDR000198,2023-04-11,true
924-31-3285,ADDR000199,2022-05-14,true
292-80-8527,ADDR000200,2024-02-09,true
371-50-9171,ADDR000201,2024-12-01,true
782-41-1033,ADDR000202,2022-03-14,true
408-88-6262,ADDR000203,2024-10-03,true
841-12-5533,ADDR000204,2023-05-05,true
317-46-3847,ADDR000205,2023-03-08,true
334-17-4208,ADDR000206,2024-02-24,true
120-46-3188,ADDR000207,2022-11-14,true
497-52-1898,ADDR000208,2024-06-06,true
236-30-6656,ADDR000209,2024-08-27,true
527-41-1814,ADDR000210,2022-07-18,true
439-84-9137,ADDR000211,2023-09-21,true
316-45-8354,ADDR000212,2022-03-23,true
585-24-7077,ADDR000213,2022-09-12,true
582-65-8059,ADDR000214,2023-03-21,true
627-50-4044,ADDR000215,2022-12-01,true
339-80-3840,ADDR000216,2023-05-30,true
391-94-4752,ADDR000217,2024-04-04,true
331-68-6929,ADDR000218,2024-05-06,true
480-14-9863,ADDR000219,2024-11-14,true
585-88-9587,ADDR000220,2022-01-03,true
298-82-7395,ADDR000221,2022-04-21,true
950-13-7225,ADDR000222,2024-06-12,true
282-88-7878,ADDR000223,2023-03-18,true
119-77-2544,ADDR000224,2023-08-29,true
826-64-1909,ADDR000225,2022-06-27,true
918-33-4481,ADDR000226,2023-09-09,true
533-87-3090,ADDR000227,2022-10-26,true
951-75-5479,ADDR000228,2022-08-30,true
886-28-6903,ADDR000229,2022-10-25,true
173-48-4761,ADDR000230,2024-12-05,true
398-91-6827,ADDR000231,2023-10-11,true
253-30-9560,ADDR000232,2022-07-23,true
816-80-5538,ADDR000233,2023-01-25,true
360-49-2939,ADDR000234,2022-06-18,true
247-51-9064,ADDR000235,2023-07-14,true
135-58-7644,ADDR000236,2022-09-03,true
859-98-8527,ADDR000237,2023-05-23,true
649-66-6821,ADDR000238,2022-09-16,true
768-21-7327,ADDR000239,2023-11-08,true
224-11-6953,ADDR000240,2024-04-08,true
365-35-9759,ADDR000241,2024-05-16,true
748-62-8759,ADDR000242,2022-05-04,true
378-57-5750,ADDR000243,2023-08-12,true
533-87-1925,ADDR000244,2023-04-29,true
737-52-7543,ADDR000245,2022-05-27,true
730-36-2233,ADDR000246,2024-11-27,true
345-15-1909,ADDR000247,2023-03-19,true
242-18-4779,ADDR000248,2024-05-11,true
599-60-7858,ADDR000249,2022-02-03,true
486-96-6534,ADDR000250,2022-03-08,true
113-35-7793,ADDR000251,2023-12-27,true
583-86-3949,ADDR000252,2024-12-06,true
550-25-7403,ADDR000253,2023-01-14,true
340-26-7434,ADDR000254,2023-04-09,true
758-55-8252,ADDR000255,2022-10-25,true
828-11-7167,ADDR000256,2023-07-24,true
497-52-6738,ADDR000257,2022-11-27,true
681-51-7671,ADDR000258,2023-12-20,true
980-77-4181,ADDR000259,2023-09-10,true
542-84-8207,ADDR000260,2023-01-12,true
183-76-2713,ADDR000261,2024-07-31,true
874-90-8740,ADDR000262,2024-09-20,true
285-76-7824,ADDR000263,2022-10-27,true
633-76-7370,ADDR000264,2022-05-12,true
156-20-9919,ADDR000265,2023-07-09,true
473-97-9897,ADDR000266,2023-08-02,true
983-85-1920,ADDR000267,2024-12-19,true
696-41-1480,ADDR000268,2023-06-29,true
862-90-1808,ADDR000269,2024-05-21,true
590-30-4400,ADDR000270,2024-10-17,true
762-83-3385,ADDR000271,2024-08-31,true
618-83-9887,ADDR000272,2022-05-05,true
554-75-5624,ADDR000273,2023-08-01,true
862-46-8858,ADDR000274,2023-08-05,true
342-94-2052,ADDR000275,2023-04-09,true
399-24-2941,ADDR000276,2022-12-17,true
462-84-5527,ADDR000277,2023-01-27,true
977-15-7842,ADDR000278,2022-10-27,true
681-95-9320,ADDR000279,2022-06-26,true
180-88-8998,ADDR000280,2024-01-03,true
994-14-8708,ADDR000281,2023-04-19,true
144-65-3936,ADDR000282,2024-07-21,true
816-73-1469,ADDR000283,2024-04-09,true
586-54-6798,ADDR000284,2024-06-29,true
947-19-3306,ADDR000285,2024-08-24,true
877-14-2725,ADDR000286,2024-07-16,true
703-67-1720,ADDR000287,2024-01-31,true
955-70-4932,ADDR000288,2023-10-27,true
719-47-6651,ADDR000289,2022-06-24,true
279-69-3666,ADDR000290,2022-04-17,true
226-34-3203,ADDR000291,2022-04-22,true
707-13-6342,ADDR000292,2023-10-31,true
120-82-5215,ADDR000293,2022-03-20,true
579-26-2666,ADDR000294,2022-01-17,true
672-69-1592,ADDR000295,2024-11-11,true
753-89-3896,ADDR000296,2023-02-08,true
143-12-4664,ADDR000297,2022-09-08,true
329-33-8137,ADDR000298,2023-09-07,true
117-11-8972,ADDR000299,2024-07-29,true
339-66-1320,ADDR000300,2024-08-08,true
713-36-6888,ADDR000301,2022-01-26,true
430-50-2650,ADDR000302,2022-06-02,true
678-35-5615,ADDR000303,2022-06-28,true
786-92-2423,ADDR000304,2022-03-19,true
388-19-5955,ADDR000305,2024-01-24,true
901-76-1736,ADDR000306,2022-01-08,true
146-99-7245,ADDR000307,2022-02-13,true
293-94-3228,ADDR000308,2023-03-06,true
828-71-9232,ADDR000309,2023-03-10,true
634-69-1610,ADDR000310,2024-03-10,true
778-24-6073,ADDR000311,2024-09-19,true
109-55-9179,ADDR000312,2024-03-08,true
633-99-3606,ADDR000313,2022-09-08,true
939-42-5048,ADDR000314,2022-05-31,true
671-14-3034,ADDR000315,2023-08-17,true
718-53-6436,ADDR000316,2023-12-21,true
795-56-5188,ADDR000317,2023-03-14,true
764-47-2673,ADDR000318,2023-04-26,true
761-23-8637,ADDR000319,2022-02-08,true
206-65-1873,ADDR000320,2023-09-25,true
521-36-9648,ADDR000321,2022-01-30,true
815-45-6392,ADDR000322,2022-02-18,true
110-13-6775,ADDR000323,2023-08-13,true
369-27-2033,ADDR000324,2024-01-16,true
390-49-6309,ADDR000325,2022-01-06,true
485-81-4359,ADDR000326,2022-09-17,true
874-87-6917,ADDR000327,2024-04-10,true
662-16-3088,ADDR000328,2023-01-14,true
326-79-6814,ADDR000329,2023-09-12,true
687-84-8471,ADDR000330,2023-01-17,true
986-44-7366,ADDR000331,2022-07-30,true
718-11-2987,ADDR000332,2023-05-12,true
916-44-8225,ADDR000333,2024-03-31,true
863-99-6580,ADDR000334,2022-04-20,true
135-68-4399,ADDR000335,2024-12-21,true
994-38-5931,ADDR000336,2023-07-27,true
247-62-8436,ADDR000337,2024-06-18,true
670-23-1349,ADDR000338,2023-08-26,true
209-19-4635,ADDR000339,2023-03-25,true
681-38-2218,ADDR000340,2024-05-09,true
799-30-9061,ADDR000341,2022-02-27,true
981-74-1214,ADDR000342,2023-08-17,true
156-16-8511,ADDR000343,2023-12-08,true
472-87-3863,ADDR000344,2022-06-04,true
978-47-7624,ADDR000345,2023-10-28,true
234-33-2442,ADDR000346,2023-06-08,true
901-76-2415,ADDR000347,2024-08-04,true
675-14-5302,ADDR000348,2024-12-30,true
961-39-1653,ADDR000349,2022-01-13,true
222-74-5847,ADDR000350,2022-03-17,true
832-82-1916,ADDR000351,2024-08-09,true
323-61-5521,ADDR000352,2023-01-28,true
781-18-2116,ADDR000353,2023-01-17,true
259-98-1903,ADDR000354,2024-11-06,true
854-31-4081,ADDR000355,2023-03-19,true
222-41-4988,ADDR000356,2024-02-19,true
927-34-7212,ADDR000357,2023-02-06,true
417-19-3653,ADDR000358,2024-11-04,true
234-29-2887,ADDR000359,2022-05-26,true
858-92-1341,ADDR000360,2022-08-27,true
608-50-7085,ADDR000361,2024-09-29,true
233-81-5357,ADDR000362,2023-08-02,true
803-22-1675,ADDR000363,2023-03-23,true
703-59-1496,ADDR000364,2022-10-03,true
610-19-7386,ADDR000365,2022-01-13,true
353-43-2680,ADDR000366,2023-08-12,true
590-49-4523,ADDR000367,2022-05-23,true
944-66-1431,ADDR000368,2024-09-09,true
134-68-6227,ADDR000369,2022-03-05,true
484-70-4031,ADDR000370,2024-02-06,true
827-63-8090,ADDR000371,2024-10-04,true
240-92-7375,ADDR000372,2024-09-16,true
906-59-8191,ADDR000373,2023-05-26,true
350-37-3302,ADDR000374,2022-01-29,true
467-97-3803,ADDR000375,2022-01-07,true
867-51-2023,ADDR000376,2024-07-10,true
894-93-3478,ADDR000377,2023-09-12,true
308-64-2113,ADDR000378,2024-02-24,true
264-50-8939,ADDR000379,2022-05-05,true
376-34-1166,ADDR000380,2024-09-01,true
870-23-1563,ADDR000381,2024-10-18,true
278-73-7762,ADDR000382,2023-12-05,true
226-21-6102,ADDR000383,2022-07-18,true
958-67-4231,ADDR000384,2023-02-07,true
777-52-2360,ADDR000385,2022-04-29,true
155-70-5485,ADDR000386,2023-12-30,true
642-71-6726,ADDR000387,2023-11-24,true
824-43-5901,ADDR000388,2023-08-13,true
684-33-8931,ADDR000389,2022-07-28,true
810-55-9486,ADDR000390,2023-07-15,true
950-99-4965,ADDR000391,2023-01-11,true
414-86-4067,ADDR000392,2024-10-17,true
632-98-1798,ADDR000393,2023-01-07,true
715-90-6417,ADDR000394,2023-06-12,true
338-15-4418,ADDR000395,2022-01-07,true
897-19-3692,ADDR000396,2023-07-16,true
137-51-7593,ADDR000397,2024-10-20,true
157-46-9009,ADDR000398,2024-08-16,true
604-91-5224,ADDR000399,2023-08-24,true
729-73-7453,ADDR000400,2022-07-08,true
187-73-4015,ADDR000401,2024-07-22,true
104-11-5246,ADDR000402,2024-01-22,true
219-53-4471,ADDR000403,2022-02-20,true
320-87-8621,ADDR000404,2023-04-20,true
367-73-5873,ADDR000405,2024-04-05,true
740-33-8695,ADDR000406,2022-03-11,true
739-60-1484,ADDR000407,2022-07-02,true
487-63-6598,ADDR000408,2022-11-28,true
938-36-3205,ADDR000409,2022-08-01,true
816-85-2297,ADDR000410,2023-06-25,true
234-70-6642,ADDR000411,2024-02-09,true
933-50-8199,ADDR000412,2022-04-12,true
758-71-5253,ADDR000413,2024-02-25,true
234-36-3679,ADDR000414,2024-01-06,true
755-45-3071,ADDR000415,2024-11-01,true
947-19-9638,ADDR000416,2024-07-27,true
553-48-2214,ADDR000417,2022-05-02,true
552-22-9183,ADDR000418,2022-06-08,true
264-79-6897,ADDR000419,2024-04-17,true
317-62-1751,ADDR000420,2023-10-17,true
358-22-1815,ADDR000421,2024-03-25,true
550-60-2969,ADDR000422,2023-09-04,true
198-34-3190,ADDR000423,2024-04-03,true
155-19-5215,ADDR000424,2024-01-22,true
259-66-4999,ADDR000425,2024-09-29,true
169-54-6988,ADDR000426,2022-05-13,true
109-71-1390,ADDR000427,2024-05-04,true
678-82-2758,ADDR000428,2024-02-27,true
857-99-6924,ADDR000429,2023-12-18,true
682-52-1161,ADDR000430,2024-09-13,true
903-60-6322,ADDR000431,2023-05-09,true
840-43-6647,ADDR000432,2022-04-17,true
176-83-4199,ADDR000433,2022-07-07,true
120-23-7659,ADDR000434,2022-08-18,true
125-45-6487,ADDR000435,2024-03-19,true
398-75-2990,ADDR000436,2024-07-01,true
623-21-2791,ADDR000437,2024-01-07,true
984-84-2633,ADDR000438,2023-01-19,true
631-84-9107,ADDR000439,2022-04-06,true
128-90-8024,ADDR000440,2023-04-15,true
298-70-1028,ADDR000441,2024-05-10,true
574-20-3660,ADDR000442,2022-05-09,true
330-36-9442,ADDR000443,2024-05-07,true
354-37-1585,ADDR000444,2022-08-12,true
443-95-9764,ADDR000445,2023-07-18,true
765-25-1465,ADDR000446,2022-03-12,true
294-75-1942,ADDR000447,2022-06-04,true
176-84-3995,ADDR000448,2022-12-27,true
535-45-8897,ADDR000449,2022-09-05,true
467-42-9871,ADDR000450,2022-10-29,true
468-42-2205,ADDR000451,2023-12-25,true
521-42-8750,ADDR000452,2022-10-22,true
601-54-5386,ADDR000453,2024-04-15,true
414-58-4587,ADDR000454,2022-01-13,true
872-85-7580,ADDR000455,2022-08-19,true
442-64-5773,ADDR000456,2024-10-13,true
941-85-1568,ADDR000457,2024-02-17,true
777-17-1823,ADDR000458,2023-12-23,true
936-86-3820,ADDR000459,2024-01-03,true
402-11-6733,ADDR000460,2024-05-17,true
602-48-8258,ADDR000461,2022-08-28,true
384-67-5792,ADDR000462,2022-11-02,true
912-32-8545,ADDR000463,2024-12-10,true
458-87-6752,ADDR000464,2022-11-19,true
424-55-1969,ADDR000465,2024-02-15,true
250-65-8109,ADDR000466,2023-11-16,true
998-96-9773,ADDR000467,2022-03-01,true
823-11-2320,ADDR000468,2023-12-30,true
903-59-5413,ADDR000469,2022-05-18,true
496-27-7184,ADDR000470,2023-11-04,true
559-26-8073,ADDR000471,2022-09-28,true
454-99-3339,ADDR000472,2024-08-30,true
753-29-2478,ADDR000473,2022-08-12,true
389-56-1437,ADDR000474,2023-10-18,true
452-23-6331,ADDR000475,2023-07-20,true
731-96-1106,ADDR000476,2023-12-13,true
306-98-4508,ADDR000477,2022-06-09,true
663-33-1455,ADDR000478,2022-11-30,true
550-10-2187,ADDR000479,2023-12-27,true
894-43-4063,ADDR000480,2023-12-04,true
740-24-9898,ADDR000481,2022-02-26,true
668-55-3175,ADDR000482,2024-11-12,true
592-39-7985,ADDR000483,2023-02-01,true
793-80-7500,ADDR000484,2022-02-27,true
687-21-5727,ADDR000485,2023-07-08,true
683-92-8843,ADDR000486,2023-10-15,true
413-25-2145,ADDR000487,2023-06-06,true
536-16-8978,ADDR000488,2022-11-28,true
643-48-2658,ADDR000489,2023-04-06,true
188-11-6698,ADDR000490,2024-08-29,true
412-75-6514,ADDR000491,2023-11-20,true
560-36-1860,ADDR000492,2024-04-30,true
210-42-1891,ADDR000493,2022-01-11,true
357-61-8120,ADDR000494,2023-02-18,true
878-83-6491,ADDR000495,2023-12-18,true
512-27-2181,ADDR000496,2024-06-29,true
482-49-5053,ADDR000497,2022-03-28,true
440-54-8953,ADDR000498,2022-08-09,true
284-35-9689,ADDR000499,2024-07-27,true
468-32-6987,ADDR000500,2022-04-15,true
340-88-1413,ADDR000501,2024-02-28,true
499-47-7295,ADDR000502,2023-09-14,true
145-81-8420,ADDR000503,2023-08-13,true
151-10-5919,ADDR000504,2023-06-29,true
436-91-4137,ADDR000505,2023-09-13,true
513-45-8020,ADDR000506,2024-10-14,true
923-24-5639,ADDR000507,2023-10-27,true
126-44-4751,ADDR000508,2023-04-11,true
661-42-1249,ADDR000509,2024-07-21,true
203-30-6480,ADDR000510,2024-11-20,true
951-89-5056,ADDR000511,2022-12-26,true
674-42-6976,ADDR000512,2023-06-10,true
454-67-1183,ADDR000513,2024-10-11,true
125-23-9080,ADDR000514,2023-03-06,true
449-42-9209,ADDR000515,2024-06-27,true
480-61-5886,ADDR000516,2024-01-18,true
343-51-3405,ADDR000517,2024-12-07,true
254-13-8218,ADDR000518,2023-09-21,true
538-46-1926,ADDR000519,2023-11-26,true
393-48-2448,ADDR000520,2024-04-14,true
354-90-2933,ADDR000521,2024-09-10,true
333-96-6250,ADDR000522,2022-09-17,true
979-66-8335,ADDR000523,2024-10-23,true
411-52-5987,ADDR000524,2023-08-27,true
914-97-6587,ADDR000525,2024-09-14,true
450-28-4596,ADDR000526,2024-12-30,true
868-28-7609,ADDR000527,2023-07-17,true
328-87-5359,ADDR000528,2022-03-20,true
129-16-5327,ADDR000529,2024-07-24,true
189-44-6455,ADDR000530,2023-07-18,true
243-56-1525,ADDR000531,2024-11-24,true
163-33-3302,ADDR000532,2023-05-21,true
354-26-7071,ADDR000533,2023-09-09,true
966-24-6210,ADDR000534,2022-05-07,true
272-49-4542,ADDR000535,2023-08-12,true
213-36-1674,ADDR000536,2023-02-23,true
562-60-2570,ADDR000537,2023-07-01,true
691-27-1395,ADDR000538,2024-07-28,true
821-51-7115,ADDR000539,2022-03-05,true
311-67-9911,ADDR000540,2022-03-16,true
185-29-1630,ADDR000541,2022-04-06,true
888-30-6372,ADDR000542,2024-04-14,true
383-13-3954,ADDR000543,2024-12-25,true
598-35-9695,ADDR000544,2024-09-08,true
748-97-6645,ADDR000545,2024-09-19,true
168-25-4014,ADDR000546,2023-02-12,true
309-77-3521,ADDR000547,2022-05-22,true
554-55-3504,ADDR000548,2024-08-24,true
386-72-9062,ADDR000549,2023-12-28,true
823-80-3506,ADDR000550,2024-05-31,true
554-39-7010,ADDR000551,2023-07-08,true
388-62-4033,ADDR000552,2022-11-11,true
207-85-9744,ADDR000553,2024-02-09,true
985-34-2882,ADDR000554,2023-09-06,true
884-67-1040,ADDR000555,2024-01-01,true
518-77-2857,ADDR000556,2024-04-04,true
732-29-9779,ADDR000557,2024-06-17,true
356-94-7144,ADDR000558,2023-04-25,true
909-86-6544,ADDR000559,2024-06-18,true
911-87-9595,ADDR000560,2022-08-16,true
453-76-9134,ADDR000561,2024-06-17,true
997-43-5899,ADDR000562,2024-05-11,true
256-30-5726,ADDR000563,2024-04-20,true
134-90-5902,ADDR000564,2024-04-08,true
673-20-5578,ADDR000565,2024-11-08,true
364-20-8776,ADDR000566,2024-02-18,true
521-54-8312,ADDR000567,2022-07-26,true
272-82-1020,ADDR000568,2024-06-27,true
237-10-3515,ADDR000569,2024-11-14,true
741-97-8248,ADDR000570,2023-10-24,true
420-65-7364,ADDR000571,2022-08-21,true
754-54-8447,ADDR000572,2024-12-16,true
745-48-5166,ADDR000573,2023-08-24,true
736-19-7301,ADDR000574,2022-08-23,true
647-18-5906,ADDR000575,2022-01-18,true
980-35-6466,ADDR000576,2024-04-01,true
762-66-9273,ADDR000577,2023-06-12,true
457-92-4451,ADDR000578,2024-05-13,true
561-80-4484,ADDR000579,2024-10-13,true
393-39-1611,ADDR000580,2023-07-22,true
342-27-2475,ADDR000581,2022-11-02,true
654-38-2786,ADDR000582,2024-07-13,true
816-13-2188,ADDR000583,2024-12-09,true
555-54-7499,ADDR000584,2023-09-25,true
489-12-7248,ADDR000585,2024-03-09,true
464-87-4635,ADDR000586,2022-01-10,true
328-92-2581,ADDR000587,2022-03-11,true
465-77-4633,ADDR000588,2024-09-04,true
363-75-5373,ADDR000589,2022-05-26,true
125-26-1592,ADDR000590,2024-10-25,true
908-16-8614,ADDR000591,2022-01-16,true
286-23-1633,ADDR000592,2024-12-05,true
541-97-8500,ADDR000593,2023-11-01,true
270-47-1173,ADDR000594,2024-10-21,true
663-58-5810,ADDR000595,2022-07-01,true
716-78-6897,ADDR000596,2023-04-14,true
862-50-3660,ADDR000597,2024-03-24,true
559-67-9911,ADDR000598,2023-01-20,true
709-92-1548,ADDR000599,2022-04-07,true
599-53-7064,ADDR000600,2022-12-06,true
856-51-4437,ADDR000601,2022-12-27,true
465-42-5638,ADDR000602,2023-11-27,true
320-13-8602,ADDR000603,2023-08-19,true
205-30-9413,ADDR000604,2024-03-26,true
777-66-8331,ADDR000605,2023-05-20,true
137-53-8242,ADDR000606,2022-02-10,true
574-26-4003,ADDR000607,2022-10-14,true
